spelling,word
['ʒɐ.nɐj.ɾu'],janeiro
['nu.vẽ.bɾu'],novembro
['meʃ'],mês
['ʀu.mɐ.ni.ku'],românico
['ba.su'],baço
['ʃtɾu.pi.siu'],estrupício
['bi.sɛ.tɾiʃ'],bissetriz
['dɨ.zɔɾ.dɐj'],desordem
['ʀɨ.mɛ.di.u'],remédio
['vɛɾ.bu'],verbo
['pu.li.gu.nu'],polígono
['ɐ.nu'],ano
['ɐ.tɨʃ'],antes
['ɐ.gu.lu'],ângulo
['bɛ.lu'],belo
['kɐ'],cã
['sɛg.mẽ.tu'],segmento
['ʒi.u.mɨ.tɾi.ɐ'],geometria
['mɐ.tɨ.ma.ti.kɐ'],matemática
['kɐw'],cão
['i.bɾaj.ku'],hebraico
['i.ta.li.ku'],itálico
['gɾɔ.gɨ'],grogue
['tɾi.ɐ.gu.lu'],triângulo
['kʷɐ.dɾi.la.tɨ.ɾu'],quadrilátero
['pẽ.ta.gu.nu'],pentágono
['ɔk.tɔ.gu.nu'],octógono
['bɾa.zɐ'],brasa
['ɐ.ʒi.u.gɾɐ.fi.ɐ'],hagiografia
['du.bɾaɾ'],dobrar
['si.nɔ.ni.mu'],sinónimo
['ɐ.tɔ.ni.mu'],antónimo
['u.ʀẽ.du'],horrendo
['lĩ.du'],lindo
['guʃ.to.zu'],gostoso
['kɐ.ɲɐw'],canhão
['bu.ni.tu'],bonito
['ɔ.ti.mu'],ótimo
['dɨ.zɐ.sɛ.tɨ'],dezassete
['a.ɾɐ.bɨ'],árabe
['baʃ.kɛ.tbɔl'],basquetebol
['dɨʃ.poɾ.tu'],desporto
['fu.tɨ.bɔl'],futebol
['nɐ.tɐ.sɐw'],natação
['sɛ.lu.lɐ'],célula
['pɾu.vẽ.tu'],provento
['vɔ.lɐj.bɔl'],voleibol
['di.ɾɐj.tu'],direito
['ɐ.guʃ.ti.ɐ'],angústia
['tɐ.paɾ'],tapar
['pɾu.tɨ.ʒeɾ'],proteger
['dɨʃ.ku.bɾiɾ'],descobrir
['ẽ.sɨ.ʀaɾ'],encerrar
['ɛ.tɨ.ɾɔ.sɛ.ksu.al'],heterossexual
['dojʃ'],dois
['du.ɐʃ'],duas
['sɨ.lĩ.dɾu'],cilindro
['ʀɛ.tɐ.gu.lu'],retângulo
['gɾɐ.ma.ti.kɐ'],gramática
['pɐ.ɾa.fɾɐ.zɨ'],paráfrase
['i.di.sɐw'],edição
['ɐ.dʒɛ.ti.vu'],adjetivo
['bi.nɔ.mi.u'],binómio
['ẽ.si.klu.pɛ.di.ɐ'],enciclopédia
['ɛ.lɐ'],ela
['kɾu.zɐ.mẽ.tu'],cruzamento
['kʷɐ.dɾu.pɨ.dɨ'],quadrúpede
['sa.bɐ.du'],sábado
['du.mĩ.gu'],domingo
['ɔ.nɔ.mɐ.tu.pɐj.ɐ'],onomatopeia
['ɐ.tlɛ.tiʒ.mu'],atletismo
['sal.tu'],salto
['kɐ.va.lu'],cavalo
['sɐjʃ'],seis
[''],carro
['bi.si.klɛ.tɐ'],bicicleta
['kʷɐ.dɾa.du'],quadrado
['paɾ.kɨ'],parque
['dɨ.lɨ.gɐ.si.ɐ'],delegacia
['bɐ.ʀa.kɐ'],barraca
['pal.ku'],palco
['pɐ.la.vɾɐ'],palavra
['bu.zi.liʃ'],busílis
['ẽ.pɨ.si.ʎu'],empecilho
['ku.ʀi.dɐ'],corrida
['pɾu.nũ.si.ɐ'],Wikcionário:Livro de estilo/Modelo
['fɐ.mi.ʒɨ.ɾa.du'],famigerado
['i.pɛ.ɾiʃ.pa.su'],hiperespaço
['tɾi.a.tlu'],triatlo
['ki.vi'],kiwi
['pɾe.tu'],preto
['pɾa.tu'],prato
['pɨ.so.ɐ'],pessoa
['iʃ.tɐ.si.u.naɾ'],estacionar
['pɐ.iʃ'],país
['ma.pɐ'],mapa
['suɾ.ve.tɨ'],sorvete
['ɐ.li.mẽ.tu'],alimento
['plɐ.tɐ'],planta
['tɾɐ.pu.lĩ'],trampolim
['suʃ.tu'],susto
['a.sɐw'],ação
['gɾu.tɐ'],gruta
['se.bu'],sebo
['nɛ.vɨ'],neve
['iʃ.ta.twɐ'],estátua
['iʒ.gɾi.mɐ'],esgrima
['puɾ.tu.gal'],Portugal
['vɨɾ.mɐj.ʎu'],vermelho
['ẽ.kɐɾ.na.du'],encarnado
['pa.sɐ.ɾu'],pássaro
['ɐ.mɐ.ɾɛ.lu'],amarelo
['bɾɐ.ku'],branco
['ɐ.zul'],azul
['no.vu'],novo
['kɐj.ʒu'],queijo
['seʃ.tɐ'],cesta
['ʃɐ.pɛw'],chapéu
['tu.ma.tɨ'],tomate
['ʒɐ.nɛ.lɐ'],janela
['ɔɾ.gu.ʎo.zu'],orgulhoso
['mu.ɾu'],muro
['bɐj.ʒaɾ'],beijar
['baɾ.bɐ'],barba
['bi.gɔ.dɨ'],bigode
['tɛ.niʃ'],ténis
['dow.tu.ɾaɾ'],doutorar
['tɾa.pu'],trapo
['bɐ.li.ɐj.ɾu'],baleeiro
['liʃ.tɐ'],lista
['su.ɲaɾ'],sonhar
['duɾ.miɾ'],dormir
['fɾɐ.bu.e.zɐ'],framboesa
['fɛ.bɾɨ'],febre
['pi.nɔ.tɨ'],pinote
['sɐ.gɨ'],sangue
['buʃ.kaɾ'],buscar
['nɐ.mu.ɾaɾ'],namorar
['i.ɔ.gɐ'],ioga
['e.kli.ti.kɐ'],eclíptica
['lɨ.gal'],legal
['fi.ʃɨ'],fixe
['ɐ.bɐ.kɐ.ʃi'],abacaxi
['ɐ.bɐ.ka.tɨ'],abacate
['ɐ.bɔ.bu.ɾɐ'],abóbora
['ɐ.mɐj.ʃɐ'],ameixa
['ɐ.mẽ.dwɐ'],amêndoa
['ɐ.mɔ.ɾɐ'],amora
['a.tɐ'],ata
['ɐ.vɨ.lɐ'],avelã
[''],azeitona
['bɐ.nɐ.nɐ'],banana
['kɐ.ba.sɐ'],cabaça
['kɐ.kaw'],cacau
['kɐ.fɛ'],café
['ka.ʒu'],caju
['ka.ki'],caqui
['kɐʃ.tɐ.ɲɐ'],castanha
['sɨ.ɾɐj.ʒɐ'],cereja
['diʃ.ku'],disco
['pɐ.ɾɐ'],para
['ɐj'],em
['tɾeʃ'],três
['dɛʃ'],dez
['õ.zɨ'],onze
['do.zɨ'],doze
['tɾe.zɨ'],treze
['kĩ.zɨ'],quinze
['kʷa.tɾu'],quatro
['i.ku.nɨ'],ícone
['fɨ.ʀɐj.ɾu'],ferreiro
['sĩ.ku'],cinco
['veɾ.dɨ'],verde
['dɨ.zoj.tu'],dezoito
['vĩ.tɨvĩt'],vinte
['nɔ.vɨ'],nove
['oj.tu'],oito
['sɛ.tɨ'],sete
['mu.si.da.dɨ'],mocidade
['tɾĩ.tɐ'],trinta
['sɐj'],cem
['i.zuɾ.bi.tɐ.tɨ'],exorbitante
['glu.sa.ɾi.u'],glossário
['sɐ.ni.tɐ'],sanita
['nu.vẽ.tɐ'],noventa
['kʷɐ.ɾẽ.tɐ'],quarenta
['sɨ.sẽ.tɐ'],sessenta
['sɨ.tẽ.tɐ'],setenta
['oj.tẽ.tɐ'],oitenta
['sɨ.gũ.du'],segundo
['kʷaɾ.tu'],quarto
['kĩ.tu'],quinto
['mɐ.ɾɨ.mɔ.tu'],maremoto
['lɐj.tɨ'],leite
['ʒɨ.zu.i.tɐ'],jesuíta
['bi.mẽ.sal'],bimensal
['bi.mɨʃ.tɾal'],bimestral
['ɐ.di.si.u.naɾ'],adicionar
['sɛ.ti.mu'],sétimo
['mil'],mil
['sɨ.mɐ.nɐ'],semana
['ko.ku'],coco
['kɔ.nɨ'],cone
['li.si.tu'],lícito
['kaw.zɐ.li.da.dɨ'],causalidade
['kõʃ.ti.tu.i.sɐw'],constituição
['fil.maɾ'],filmar
['ɔʃ.pi.tɐ.lɐj.ɾu'],hospitaleiro
['no.nu'],nono
['dɛ.si.mu'],décimo
['vi.ʒɛ.zi.mu'],vigésimo
['tɾi.ʒɛ.zi.mu'],trigésimo
['eɾ.vi.ʎɐ'],ervilha
['sẽ.tɛ.zi.mu'],centésimo
['kʷĩ.ʒẽ.tɛ.zi.mu'],quingentésimo
['ɐ.buɾ.daɾ'],abordar
['mi.lɛ.zi.mu'],milésimo
['kõ.vẽ.si.u.nɐ.liʒ.mu'],convencionalismo
['sĩ'],sim
['sɨ.gi.mẽ.tu'],seguimento
['unu'],uno
['ʒĩ.ʒɐ'],ginja
['glɐ.dɨ'],glande
['goj.a.bɐ'],goiaba
['gɾɔ.ze.ʎɐ'],groselha
['sɛ.gu'],cego
['ɐ.bal.ʀu.aɾ'],abalroar
['mu.ni.si.pɨ'],munícipe
['pẽ.sɐw'],pensão
['du.ɔ'],duo
['ĩ.bɨ.sil'],imbecil
['pɐ.lɛɾ.mɐ'],palerma
['pa.tɛ.tɐ'],pateta
['ɐ.bu.li.ɐ'],abulia
['mɔɾ.bi.du'],mórbido
['ɐ.bi.tɐ.tɨ'],habitante
['bɐ.ɾɐ.fũ.dɐ'],barafunda
['pow.ku'],pouco
['ʀe.dɨ'],rede
['gɾĩ.gu'],gringo
['iʃ.tɾɐ.ʒɐj.ɾuʃtɾɐ.ʒɐj.ɾu'],estrangeiro
['pɨ.la.ʒɐj'],pelagem
['mũ.du'],mundo
['bɐ.nɐ.nɐj.ɾɐ'],bananeira
['mi.ʎaɾ'],milhar
['ẽ.sa.iʃ.tɐ'],ensaísta
['di.ɐ.lɛ.tu'],dialeto
['pe.sɨ.gu'],pêssego
['e.pi.kaɾ.pu'],epicarpo
['pu.tɐ'],puta
['mɐ.guʃ.tu'],magusto
['vɨɾ.be.tɨ'],verbete
['kuɾ.nu.du'],cornudo
['ɐ.mɐj.ɐ'],ameia
['kʷu.pɨ.ɾɐ.ti.vɐ'],cooperativa
['nɐ.tu.ɾe.zɐ'],natureza
['pɔ.li.ɛ.dɾu'],poliedro
['kõ.ʒũ.tu'],conjunto
['ɐ.gli.siʒ.mu'],anglicismo
['pal.pi.tɨ'],palpite
['su.ʒɨʃ.tɐw'],sugestão
['le.tɾɐ'],letra
['fi.dɨ.di.gnu'],fidedigno
['kõ.fu.zu'],confuso
['plɐ.taɾ'],plantar
['dɨ.zɔɾ.dɨ.na.du'],desordenado
['ɐɾ.ki.tɛ.tu.ɾɐ'],arquitetura
['kõʃ.puɾ.kaɾ'],conspurcar
['a.ʃi.ʃɨ'],haxixe
['sɛ.ksu'],sexo
['i.di.u.ti.ɐ'],idiotia
['flu.vjal'],fluvial
['dɨ.kɾɛ.tu'],decreto
['ʒɨ.ni.ti.vu'],genitivo
['dɐ.ti.vu'],dativo
['vu.kɐ.ti.vu'],vocativo
['ɐ.blɐ.ti.vu'],ablativo
['di.a'],dia
['nɨ.sɨ.si.da.dɨ'],necessidade
['ɐ.ba.tɨ'],abate
['mɨ.tɐ.fi.zi.kɐ'],metafísica
['lɐ.ɾɐ.ʒɐ'],laranja
['mi.nu.tu'],minuto
['ɔm'],homem
['i.lɨ.mẽ.tu'],elemento
['ĩ.klu.iɾ'],incluir
['ẽ.bɔ.ɾɐ'],embora
['kɾi.ti.kɐ'],crítica
['sĩ.zɐ'],cinza
['aɾ.ku'],arco
['teɾ'],ter
['me.zɐ'],mesa
['ɔb.ʒɛ.tuʃ'],objeto
['fi.tɐ'],fita
['pɾu.ʒɛ.tu'],projeto
['i.bɾi.diʒ.mu'],hibridismo
['kli.kɨ'],clique
['kɐ.mɐ'],cama
['kɐ.dɐj.ɾɐ'],cadeira
['pa.ʒi.nɐ'],página
['mi.kɾɔ.fɔ.nɨ'],microfone
['bi.bli.u.tɛ.kɐ'],biblioteca
['li.vɾu'],livro
['tɛ.kla.du'],teclado
['li.vɾɐ.ɾi.ɐ'],livraria
['ɐ.moɾ'],amor
['ti.u.ɾi.ɐ'],teoria
['pɾɨ.fa.si.u'],prefácio
['ĩ.dɨm.ni.zɐ.sɐw'],indemnização
['ĩ.dɨm.ni.zaɾ'],indemnizar
['nɔ.dwɐ'],nódoa
['nu.ta.vɛl'],notável
['mɐj'],mãe
['li.gɐ.sɐw'],ligação
['pɔ.li.glɔ.tɐ'],poliglota
['tɾi.plu'],triplo
['kʷa.dɾu.plu'],quádruplo
['aw.zẽ.si.ɐ'],ausência
['pig.mẽ.tɐ.sɐw'],pigmentação
['pɛ.lɨ'],pele
['ɐ.nu.mɐ.li.ɐ'],anomalia
['i.ɾiʃ'],íris
['ẽ.bɾi.u.lu.ʒi.ɐ'],embriologia
['iʃ.tɔ.ɾi.ɐ'],história
['lɔ.ʒɐ'],loja
['ɛ.nɔ.lu.gu'],enólogo
['ẽ.bɾi.ɐw'],embrião
['pu.pi.lɐ'],pupila
['kɔɾ.ni.ɐ'],córnea
['pe.lu'],pêlo
['dɛɾ.mɨ'],derme
['pig.mẽ.tu'],pigmento
['ẽ.di.ɲɐj.ɾa.du'],endinheirado
['kɔɾ.puʃ'],corpus
['pɨ.ke.nu'],pequeno
['ɔb.ʒɛ.tu'],Wikcionário:O que todo verbete precisaria ter
['kaɾ.tɐ'],carta
['ɔ.la'],olá
['ko.mu'],como
['vɔ.se'],você
['bɐj'],bem
['si.taɾ'],citar
['sɨ.kɾɨ.tɐ.ɾi.ɐ'],secretaria
['mɨ.li.taɾ'],militar
['du.vi.dɐ'],dúvida
['kõ.pɾaɾ'],comprar
['ta.ʃɐ'],taxa
['ɐjʃ.tĩ.sɐw'],extinção
['ĩ.sẽ.di.u'],incêndio
['i.zɨɾ.si.si.u'],exercício
['ɐd.ki.ɾẽ.tɨ'],adquirente
['i.nu.ʒa.du'],enojado
['i.nɐ.kɾɨ.di.ta.vɛl'],inacreditável
['ĩ.pu.si.vɛl'],impossível
['ɾa.pi.dɐ.mẽ.tɨ'],rapidamente
['ɐ.si.dẽ.tal.mẽ.tɨ'],acidentalmente
['tu'],tu
['ow.ɾuo.ɾu'],ouro
['al.mɐ'],alma
['õ.bɾi.da.dɨ'],hombridade
['iʃ.tɾɐ.ti.fi.kaɾ'],estratificar
['tɔ.ɾu'],toro
['ɐ.ti.nu.mi.ɐ'],antinomia
['ɐ.kʷa.ti.ku'],aquático
['iʃ.tɾɐ.ʒɐj.ɾiʒ.mu'],estrangeirismo
['iʃ.tu.dɐ.tɨ'],estudante
['fɾɐ.tɨɾ.ni.da.dɨ'],fraternidade
['gɐ.mɛ.lɐ'],gamela
['ĩ.du.sɐw'],indução
['ĩʃ.ti.tu.i.sɐw'],instituição
['iɾ.mɐ'],irmã
['mi.la.gɾɨ'],milagre
['ɔ.doɾ'],odor
['paɾ.tu'],parto
['pɐ.tɾi.si.u'],patrício
['pu.pu.laɾ'],popular
['pu.zi.sɐw'],posição
['pow.za.dɐ'],pousada
['pɾu.fɐ.nɐ.sɐw'],profanação
['ʀja.sɐw'],reação
['ʀɨ.vɔl.tɐ'],revolta
['sɔ.zi.ɐ'],sósia
['tɾu.vɐ.doɾ'],trovador
['ʀɐ.zɐ.tɨ'],rasante
['teɾ.su'],terço
['u.ni.vɨɾ.si.da.dɨ'],universidade
['pɔɾ.tɐ'],porta
['kɐ.lẽ.da.ɾi.u'],calendário
['bu.tɐw'],botão
['mɐ.sɐ.ne.tɐ'],maçaneta
['ɐ.bɾiɾ'],abrir
['vi.ɲu'],vinho
['fu.tu.gɾɐ.fi.ɐ'],fotografia
['pɐ.tɛ.ɾɐ'],pantera
['si.ne.mɐ'],cinema
['iʃ.tɾe.lɐ'],estrela
['aɾ.tɨ'],arte
['fɨ.li.nu'],felino
['dɐ.sɐ'],dança
['dɾɐ.mɐ'],drama
['pɾu.ble.mɐ'],problema
['e.pi.ta.fi.u'],epitáfio
['ɔ.ka.zu'],ocaso
['bɔ.nuʃ'],bónus
['u.ni.ɐw'],união
['si.mɨ.tɾi.ɐ'],simetria
['poɾ.ku'],porco
['fẽ.dɐ'],fenda
['ʃa.vɨ'],chave
['kɐ.be.sɐ'],cabeça
['u.mɐ'],uma
['tɨ.ʀɛʃ.tɾɨ'],terrestre
['vɨ.nɨ.zi.ɐ.nu'],veneziano
['dɨ.zɐ.nɔ.vɨ'],dezanove
['dɨ.zɐ.sɐjʃ'],dezasseis
['lɐ.mɐ'],lama
['aɾ.ti.ku'],ártico
['nɔɾ.tɨ'],norte
['kɐɾ.djal'],cardeal
['pɾɨ.la.du'],prelado
['mɨ.nu'],menu
['mɐ.tɾiʃ'],matriz
['ɐti.kõʃtituki.unɐlisimamẽtɨ'],anticonstitucionalissimamente
['du.ɐ.sɐw'],doação
['fo.ʎɐ'],folha
['pa.dɾɨ'],padre
['a.mɐ.ɲɐ'],amanhã
['vi.zɐw'],visão
['ta.ksu.nu.mi.ɐ'],taxonomia
[''],casa
['bɐ.i.ɐ'],baía
['ɔ.ɾi.fi.si.u'],orifício
['nɐw'],não
['kõ.kla.vɨ'],conclave
['tuɾ.bɐ.tɨ'],turbante
['ɔɾ.na.tu'],ornato
['meʒ.mu'],mesmo
['ɐ.bɾɨ.vi.ɐ.tu.ɾɐ'],abreviatura
['kɐ.pi.tɐ.liʒ.mu'],capitalismo
['ɐ.su.si.ɐ.sɐw'],associação
['te.mɐ'],tema
['bi.u.lu.ʒi.ɐ'],biologia
['fuɾ.maɾ'],formar
['puɾ'],por
['ɐ.nɐ.tu.mi.ɐ'],anatomia
['pɐj.ʃɨ'],peixe
['ɔɾ.ni.tu.lu.ʒi.ɐ'],ornitologia
['ɐ.ɾɐ.kni.di.u'],aracnídeo
['ĩ.sɛ.tu'],inseto
['mu.luʃ.ku'],molusco
['iʃ.pɛ.si.mɨ'],espécime
['ik.ti.u.lu.ʒi.ɐ'],ictiologia
['ʀɛp.til'],réptil
['vɛɾ.mɨ'],verme
['ɛ.ku.lu.ʒi.ɐ'],ecologia
['kɐ.tɨ.gu.ɾi.ɐ'],categoria
['kɨ'],que
['dɨ'],de
['kɐ.mi.ze.ta'],camiseta
['di.vul.gaɾ'],divulgar
['kul.tu.ɾɐ'],cultura
['ĩ.tɨɾ.va.lu'],intervalo
['kɾi.ow.lu'],crioulo
['kõ'],com
['ʀuɐ'],rua
['e.ɾu.di.sɐw'],erudição
['na.ziʒ.mu'],nazismo
['iʃ.ku.ʎeɾ'],escolher
['ɐ.sẽ.blɐj.ɐ'],assembleia
['i.lɨ.ʒeɾ'],eleger
['sɨ'],se
['ĩ.tuj.tu'],intuito
['pi.kɐ'],pica
['ʒu.ɾi.di.ku'],jurídico
['ʒu.ɾiʃ.pɾu.dẽ.si.ɐ'],jurisprudência
['kɔ.di.gu'],código
['bɨ.ɾĩ.ʒɛ.lɐ'],beringela
['new.tɾɐw'],neutrão
['mnɨ.mɔ.ni.kɐ'],mnemónica
['fak.tu'],facto
['kõ.ʒɛ.ni.tu'],congénito
['i.dɐ'],ida
['ʒũ.taɾ'],juntar
['tɾɐ.taɾ'],tratar
['fɐ.zeɾ'],fazer
['nɐ.tu.ɾiʒ.mu'],naturismo
['nɐ.tu.ɾiʃ.tɐ'],naturista
['pɾaj.ɐ'],praia
['ku.mɨ.saɾ'],começar
['gjaɾ'],guiar
['ɔ.si.ɐ.nu'],oceano
['maɾ'],mar
['mɐʃ.tuɾ.bɐ.sɐw'],masturbação
['nu'],nu
['li.tɨ.ɾɐ.tu.ɾɐ'],literatura
['ɐ.najʃ'],anais
['i.gɾɐj.ʒɐ'],igreja
['sɐj'],sem
['fu.nɛ.ti.kɐ'],fonética
['sɨ.mɐ.ti.kɐ'],semântica
['si.gni.fi.ka.du'],significado
['õ.dɨ'],onde
['lu.kal'],local
['kõ.gɾɛ.su'],congresso
['mul.ti.plu'],múltiplo
['a.tu.mu'],átomo
['kʷal.kɛɾ'],qualquer
['ɔ.pɨ.ɾɐ.sɐw'],operação
['pɐ.ɾɨ.si.du'],parecido
['du'],do
['ow'],ou
['u.zaɾ'],usar
['po.vu'],povo
['ɔ.ɾjẽ.tɨ'],oriente
['fɨ.mɨ.ni.nu'],feminino
['ko.nɐ'],cona
['si.lɐ.bɐ'],sílaba
['kuɾ.tɨ.ʒaɾ'],cortejar
['ku.tɨ.ʒaɾ'],cotejar
['vɨɾ.dɨ.ʎɐw'],verdelhão
['ʃi.ʃɐ'],chicha
['ɐʃ.pɛ.tu'],aspeto
['ʀi.ʒu'],rijo
['tɾi.gu'],trigo
['aw'],ao
['ʀɨ.fɨ.ɾẽ.tɨ'],referente
['fɛ.zɨʃ'],fezes
['bi.sẽ.tɨ.na.ɾi.u'],bicentenário
['pi.tu'],pito
['ɔ.kul.taɾ'],ocultar
['vɛ.lɐ'],vela
['saj.ɐ'],saia
['kɐ.toɾ.zɨ'],catorze
['pɐ.ɾe.dɨ'],parede
['ɐ.vo'],avô
['ɐ.vɔ'],avó
['pɾi.zɐw'],prisão
['al.gu.dɐw'],algodão
['fɛl'],fel
['sɨ.mẽ.tɨ'],semente
['al.tu'],alto
['se.dɐ'],seda
['pɨ.da.su'],pedaço
['tɐ.gɐ'],tanga
['mɐ.ʃɐ'],mancha
['tɛ.lɐ'],tela
['dũ'],dum
['paɾ.tɨpaɾt'],parte
['vɐ.ɾɐw'],varão
['ʀa.tu'],rato
['mɛɾ.dɐ'],merda
['ʀɨ.fɾi.ʒɨ.ɾɐ.tɨ'],refrigerante
['tu.pa.zi.u'],topázio
[''],água
['ɐɾ.ti.fi.sjal'],artificial
['iʃ.fɾɨ.gɐw'],esfregão
['ʀu.di.ʎɐ'],rodilha
['tɾɐj'],trem
['ɐ.di.vi.ɲɐ'],adivinha
['kaɾ.nɨ'],carne
['bu.nɛ.kɐ'],boneca
['vɨ.nɨ.zu.ɛ.lɐ.nu'],venezuelano
['fɾɐ.gu'],frango
['sɐ.pa.tu'],sapato
['me.du'],medo
['ɐ.ʎɐj.ɾɐ'],alheira
['tow.si.ɲu'],toucinho
['bi.fɨ'],bife
['ɐ.ʀoʃ'],arroz
['a.gu.aɾ.dẽ.tɨ'],aguardente
['kow.vɨ'],couve
['ɔ.vɐj.ʎɐ'],ovelha
['sɨ.bo.lɐ'],cebola
['ʃu.ku.la.tɨ'],chocolate
['ʒɐvɐli'],javali
['lɛ.bɾɨ'],lebre
['li.mɐw'],limão
['mɛl'],mel
['põ.bu'],pombo
['pɐw'],pão
['kõ.bɔj.u'],comboio
['mɐɾ.tɛ.lu'],martelo
['be.bɨ.du'],bêbedo
['fa.tu.ɾɐ'],fatura
['a.ti.vaɾ'],ativar
['a.ti.vu'],ativo
['a.ti.viʃ.tɐ'],ativista
['a.toɾ'],ator
['ɐ.tɾiʃ'],atriz
['e.ki.pɐ'],equipa
['ɔ.si.ɐ.ni.ku'],oceânico
['kɐ.nɐ.di.ɐ.nu'],canadiano
['ʒɨ.la.du'],gelado
['ʒɨ.ma.dɐ'],gemada
['du.mi.ni.kɐ.nu'],dominicano
['nɛ.ɔ.zɨ.lɐ.deʃ'],neozelandês
['gi.za.du'],guisado
['i.gwɐ.ɾi.ɐ'],iguaria
['mu.ɛ.dɐ'],moeda
['sa.pu'],sapo
['do.sɨ'],doce
['fɔ.mɨ'],fome
['fɨɾ.mẽ.tu'],fermento
['lɨ.vɨ.du.ɾɐ'],levedura
['fɾi.ʒi.dɐj.ɾɐ'],frigideira
['fi.ɐ.bɾɨ'],fiambre
['fɐ.ti.ɐ'],fatia
['tɐ.ʎa.dɐ'],talhada
['bõ.bõ'],bombom
['ʀɨ.bu.sa.du'],rebuçado
['ʒɨ.ʒũʒɨ.ʒũ'],jejum
['ʒɐ.taɾ'],jantar
['di.ɛ.tɐ'],dieta
['ku.mi.dɐ'],comida
['ɐ.li.mẽ.tɐ.sɐw'],alimentação
['kɐ.fɨ.tɐj.ɾɐ'],cafeteira
['ʃɐ.lɐj.ɾɐ'],chaleira
['bo.lu'],bolo
['bi.bɨ.ɾɐw'],biberão
['al.mo.su'],almoço
['al.mu.saɾ'],almoçar
['ɐ.saɾ'],assar
['gɾɨ.ʎaɾ'],grelhar
['ʀɐ'],rã
['tu.kɐ.nu'],tucano
['e.pi.se.nu'],epiceno
['fɐ.mi.li.ɐ'],família
['iʃ.kɐ.bɾo.zu'],escabroso
['dɨ.tɾi.mẽ.tu'],detrimento
['vɨ.ʒɨ.tɐ.ɾi.ɐ.nu'],vegetariano
['fɐj.ʒɐw'],feijão
['pẽ.tɨ'],pente
['i.nɨɾ.ʒi.ɐ'],energia
